product_id,product_name,brand,claim_text,context,is_claim,claim_verifiable,claim_conflict,conflict_explanation
154277,Caesar Dressing Reduced Fat,Marks & Spencer,Caesar Dressing Reduced Fat,Caesar Dressing Reduced Fat | Marks & Spencer,1,1,1,"Claimed 'Caesar Dressing Reduced Fat' but Caesar Dressing Reduced Fat likely contains 5-10g fat per serving, exceeding FDA low fat threshold of ≤3g per serving"
30000567319,Instant Oatmeal Original,Quaker,American Heart Association,Instant Oatmeal Original | Quaker,1,0,0,Claim is consistent with expected nutritional profile for this product type
5010477348678,Special Muesli 30% fruits & noix,Jordans,Iron source,Special Muesli 30% fruits & noix | Jordans,1,1,0,Claim is consistent with expected nutritional profile for this product type
62639356743,Reduced Sodium Soy Sauce,Western Family,MK Kosher,Reduced Sodium Soy Sauce | Western Family,1,0,0,Claim is consistent with expected nutritional profile for this product type
3380380046940,Tartines Craquantes Sarrasin,"Ekibio, Le Pain des Fleurs",Crossed Grain Trademark,"Tartines Craquantes Sarrasin | Ekibio, Le Pain des Fleurs",1,0,0,Claim is consistent with expected nutritional profile for this product type
4016241030573,Skyr | Natural Fat Free | 0% Fat,Arla,No Artificial Flavour & Colour,Skyr | Natural Fat Free | 0% Fat | Arla,1,1,0,Claim is consistent with expected nutritional profile for this product type
766694301204,Tortilla Soup Mix,"Anderson House Foods, Frontier Soups",Not a sodium free food,"Tortilla Soup Mix | Anderson House Foods, Frontier Soups",1,1,0,Claim is consistent with expected nutritional profile for this product type
32601089313,Organic Kale Caesar,Earthbound Farm Organic,SEEDS: ORGANIC DRY ROASTED SUNFLOWER KERNELS,Organic Kale Caesar | Earthbound Farm Organic,1,0,0,Claim is consistent with expected nutritional profile for this product type
22506201323,Canola Mayonnaise,Spectrum Naturals,No gluten,Canola Mayonnaise | Spectrum Naturals,1,1,0,Claim is consistent with expected nutritional profile for this product type
39400018834,Black Beans,Bush's Best,50% less salt,Black Beans | Bush's Best,1,1,0,Claim is consistent with expected nutritional profile for this product type
20103354,Reduced Fat Soft Cheese,"Milbona,Lidl",Com pouca ou sem gordura,"Reduced Fat Soft Cheese | Milbona,Lidl",1,1,0,Claim is consistent with expected nutritional profile for this product type
36800096943,Organic Yellow Mustard,"Full Circle,  Topco",ORGANIC YELLOW MUSTARD SEED,"Organic Yellow Mustard | Full Circle,  Topco",1,0,0,Claim is consistent with expected nutritional profile for this product type
31493061056,Organic Spelt English Muffins,Rudi's Organic Bakery,ORGANIC HIGH OLEIC SUNFLOWER,Organic Spelt English Muffins | Rudi's Organic Bakery,1,0,0,Claim is consistent with expected nutritional profile for this product type
21130076406,White Chocolate Mocha,"Lucerne,  Safeway  Inc.",No lactose,"White Chocolate Mocha | Lucerne,  Safeway  Inc.",1,1,0,Claim is consistent with expected nutritional profile for this product type
28000680404,Drink mix,"nestle,Nesquik",Low sugar,"Drink mix | nestle,Nesquik",1,1,1,"Claimed 'Low sugar' but may contain added or natural sugars exceeding 5g per serving, not meeting low sugar criteria"
41220965878,Greek vanilla yogurt,H-E-B,STRAINED YOGURT (CULTURED PASTEURIZED GRADE A FAT FREE MILK,Greek vanilla yogurt | H-E-B,1,1,0,Claim is consistent with expected nutritional profile for this product type
8718114724430,Light Mayonnaise,Hellman's,Omega-3,Light Mayonnaise | Hellman's,1,1,0,Claim is consistent with expected nutritional profile for this product type
31142001143,Burrata,BelGioioso,No gluten,Burrata | BelGioioso,1,1,0,Claim is consistent with expected nutritional profile for this product type
21130335404,Sliced Peaches,Signature Select,No added sugar,Sliced Peaches | Signature Select,1,1,0,Claim is consistent with expected nutritional profile for this product type
5010477348630,"Muesli bio 36% fruits, noix & graines",Jordans,Certified by Ecocert,"Muesli bio 36% fruits, noix & graines | Jordans",1,0,0,Claim is consistent with expected nutritional profile for this product type
3175680011534,Biscuit lait chocolat,"Gerblé,Gerblé Vitalité,Nutrition & Santé",Rainforest Alliance,"Biscuit lait chocolat | Gerblé,Gerblé Vitalité,Nutrition & Santé",1,0,0,Claim is consistent with expected nutritional profile for this product type
11161035831,"Reduced fat milk, 38% less fat than whole milk",Shurfine, 'Reduced fat milk,"Reduced fat milk, 38% less fat than whole milk | Shurfine",1,1,1,"Claimed ' 'Reduced fat milk' but Reduced fat milk, 38% less fat than whole milk likely contains 5-10g fat per serving, exceeding FDA low fat threshold of ≤3g per serving"
7622201693954,Light Philadelphia,Philadelphia,40% less fat,Light Philadelphia | Philadelphia,1,1,0,Claim is consistent with expected nutritional profile for this product type
5010477348432,Country Crisp chocolat au lait,Jordans,Nutri-Score C/D,Country Crisp chocolat au lait | Jordans,1,0,0,Claim is consistent with expected nutritional profile for this product type
50685,RED & BLACK GUMS,Marks & Spencer,i) Suitable for vegetarians'},RED & BLACK GUMS | Marks & Spencer,1,1,0,Claim is consistent with expected nutritional profile for this product type
5060088707975,Raw Fruit & Nut Bars - Salted Caramel,nākd,Cold pressed,Raw Fruit & Nut Bars - Salted Caramel | nākd,1,0,0,Claim is consistent with expected nutritional profile for this product type
25638870023,Pure Coffee Extract,Nielsen-Massey,Certified gluten-free,Pure Coffee Extract | Nielsen-Massey,1,1,0,Claim is consistent with expected nutritional profile for this product type
37983003001,Tofu rella,Tree Of Life  Inc.,No cholesterol,Tofu rella | Tree Of Life  Inc.,1,1,0,Claim is consistent with expected nutritional profile for this product type
11110907653,Baking Powder,Kroger,No gluten,Baking Powder | Kroger,1,1,0,Claim is consistent with expected nutritional profile for this product type
11384160051,Lactose Free-Made With Milk,Yami, 'Lactose Free-Made With Milk'},Lactose Free-Made With Milk | Yami,1,1,0,Claim is consistent with expected nutritional profile for this product type
36800041790,Vanilla soymilk,"Full Circle,  Topco Associates  Inc.",No lactose,"Vanilla soymilk | Full Circle,  Topco Associates  Inc.",1,1,0,Claim is consistent with expected nutritional profile for this product type
37600105064,Natural Creamy Peanut Butter Spread,"Skippy,Hormel Foods  Llc",No gluten,"Natural Creamy Peanut Butter Spread | Skippy,Hormel Foods  Llc",1,1,0,Claim is consistent with expected nutritional profile for this product type
3073780828642,Minibaby light,Babybel,Dairy Farmers of Canada Quality Milk,Minibaby light | Babybel,1,0,0,Claim is consistent with expected nutritional profile for this product type
36800166585,"Croutons, Caesar",Full Circle,reduced-sugar,"Croutons, Caesar | Full Circle",1,1,1,"Claimed 'reduced-sugar' but may contain added or natural sugars exceeding 5g per serving, not meeting low sugar criteria"
30000567289,Instant Oatmeal Maple & Brown Sugar,Quaker,100% Whole Grain,Instant Oatmeal Maple & Brown Sugar | Quaker,1,1,0,Claim is consistent with expected nutritional profile for this product type
39978049407,Organic Golden Flaxseed Meal,Bob's Red Mill,No gluten,Organic Golden Flaxseed Meal | Bob's Red Mill,1,1,0,Claim is consistent with expected nutritional profile for this product type
10700024404,The original malted milk balls,"The Hershey Company,Leaf  Inc.",Low fat,"The original malted milk balls | The Hershey Company,Leaf  Inc.",1,1,1,"Claimed 'Low fat' but The original malted milk balls likely contains 5-10g fat per serving, exceeding FDA low fat threshold of ≤3g per serving"
41390061400,Pearl creamy vanilla organic soymilk,"Kikkoman,  Kikkoman Sales Usa  Inc.",No lactose,"Pearl creamy vanilla organic soymilk | Kikkoman,  Kikkoman Sales Usa  Inc.",1,1,0,Claim is consistent with expected nutritional profile for this product type
33984002005,Vitamine B Complex Avec Vitamine C - 100 Tablettes - Solgar,,Sans gluten,Vitamine B Complex Avec Vitamine C - 100 Tablettes - Solgar |,1,1,0,Claim is consistent with expected nutritional profile for this product type
